SMILE	Compound_IDs	Class
O=C(NCCN1CCCCC1)C1=CC=C2NC(=O)C3=CC=CN=C3C2=C1	CHEMBL3649720, 130097	0
O=C(NCCN1CCCCC1)C1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=C1	214003, CHEMBL3924951	1
O=C(NCCN1CCN(C2=CC=CC=C2)CC1)C1=CC=C2NC(=O)C3=C(CCSC3)C2=C1	50486658, CHEMBL2237230	0
O=C(NCCN1CCN(C2=CC=NC=C2)CC1)C1=CC=C2NC(=O)C3=C(CCSC3)C2=C1	50486669, CHEMBL2237231	1
O=C(NCCN1CCNCC1)C1=CC=C2NC(=O)C3=C(CCSC3)C2=C1	50486663, CHEMBL2237232	1
O=C(NCCN1CCOCC1)C1=CC=C2C(=C1)NC(=O)C1=CC(F)=CC=C12	50101129, CHEMBL47508	1
O=C(NCCN1CCOCC1)C1=CC=C2C(=C1)NC(=O)C1=CC=CC=C12	50101118, CHEMBL296032	1
O=C(NCCN1CCOCC1)C1=CC=C2NC(=O)C3=C(CCSC3)C2=C1	50486649, CHEMBL2237233	1
O=C(NCCN1CCOCC1)C1=CC=C2NC3=C4CCCC4=C4C(=O)NCC4=C3C2=C1	50179058, CHEMBL204898	0
O=C(NCCN1CCOCC1)C1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=C1	213990, CHEMBL3962941	1
O=C(NCCN1CCOCC1)C1=NN2C(=C1)NC(=O)C1=CC=CC=C12	CHEMBL563408, 50295210	0
O=C(NN1CCCCCC1)C1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=C1	213993, CHEMBL3926185	0
O=C(NO)C1=CC=C(CN2CCN(C(=O)C3=CC(CC4=NNC(=O)C5=CC=CC=C45)=CC=C3F)CC2)C=C1	CHEMBL4097093, 50268134	1
O=C(NO)C1=CC=CC(NC(=O)C2=CC=C(C3=CC=C(C4=CC=CC=C4)C=C3)C=C2)=C1	CHEMBL4557319, 50536943	0
O=C(N[C@@H]1C[C@@H](O)C2=CC=CC=C21)C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC=C1F	CHEMBL2323534, 50427919	0
O=C(N[C@@H]1C[C@H](O)C2=CC=CC=C21)C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC=C1F	CHEMBL2323533, 50427920	0
O=C(N[C@H]1CC(=O)N(C2=CC(CC3=NNC(=O)C4=C3CCCC4)=CC=C2F)C1=O)OCC1=CC=CC=C1	214477, CHEMBL3985672	1
O=C(O)/C=C/C1=CC=CC2=C1C=CNC2=O	CHEMBL1767063, 50341876	0
O=C(O)C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F	CHEMBL3954651, 213940	1
O=C(O)C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F	CHEMBL3981021, 214394	0
O=C(O)C1=CC=C(C2=C3CCNC(=O)C4=C3C(=CC=C4)N2)C=C1	CHEMBL147930	0
O=C(O)C1=CC=C2C(=C1)N=C(OCCCO)C1=CC=CC=C12	CHEMBL3696942, 165200	0
O=C(O)C1=CC=C2C(=C1)NC(=O)C1=C2SC=C1	CHEMBL1652711, 50335640	0
O=C(O)C1=CC=C2C(=C1)NC(=O)C1=CC(F)=CC=C12	CHEMBL298053, 50101124	1
O=C(O)C1=CC=C2C(=C1)NC(=O)C1=CC=CC=C12	CHEMBL1205058, CHEMBL48138, 165198, 50101102	1
O=C(O)C1=CC=C2C(=C1)NC(=O)C1=CC=NC=C12	CHEMBL3696944, 165202	0
O=C(O)C1=CC=C2C3=CC=CC=C3C(=O)N(CCCO)C2=C1	CHEMBL3696941, 165199	1
O=C(O)C1=CC=C2NC(=O)C3=C(CCSC3)C2=C1	CHEMBL2237239, 50486645	1
O=C(O)C1=CC=C2NC3=C4CCCC4=C4C(=O)NCC4=C3C2=C1	CHEMBL204849, 50179062	1
O=C(O)C1=CC=CC2=C1C1=CC=CC=C1C(=O)N2	CHEMBL45072, 50101119	0
O=C(O)C1=CC=CC2=C1N=C(C1=CC=C(O)C=C1)N2	CHEMBL336859	0
O=C(O)C1=CC=CC2=CN(C3=CC=C([C@@H]4CCCNC4)C=C3)N=C12	CHEMBL3427055, 50084624	1
O=C(O)C1=CC=CC=C1C(=O)NC1=CC=C(OC2=CC=C3C=CC=CC3=C2)C(Cl)=C1	CHEMBL1813887	0
O=C(O)C1C(C(=O)O)C(C(=O)NCCOCCOCC(=O)N2CCN(C(=O)C3=CC(CC4=NNC(=O)C5=CC=CC=C45)=CC=C3F)CC2)C1C(=O)O	CHEMBL4589423	1
O=C(O)CCC(=O)C1=CC=C2NC3=C4CCCC4=C4C(=O)NC(=O)C4=C3C2=C1	CHEMBL1935262, 50360931	1
O=C(O)CCC(=O)NC1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F	CHEMBL3925288, 213942	1
O=C(O)CCC1=CC=CC2=C1C=CNC2=O	CHEMBL1767064, 50341877	0
O=C(O)CCC1=NC(=O)C2=CC=CC=C2N1	CHEMBL1892587, 50234922	0
O=C(O)CCCC(=O)N1CCC2=CC=CC3=C2C1CNC3=O	CHEMBL595681, 50306269	1
O=C(O)CNC(=O)NC1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F	CHEMBL3940162, 214513	1
O=C(O)CNC1=CC=CC2=C1C=CNC2=O	CHEMBL1767065, 50341856	0
O=C(OC1=CC=CC2=C1C=CNC2=O)C1=CC=CC=C1	CHEMBL1584950, 39220	0
O=C(OCC1=CC=CC=C1)N1CCCN(C(=O)C2=CC(CC3=NNC(=O)C4=C3CCCC4)=CC=C2F)CC1	214449, CHEMBL3972527	1
O=C(OCC1=CC=CC=C1)N1CCCN(C(=O)C2=CC(CC3=NNC(=O)C4=C3NCCC4)=CC=C2F)CC1	214539, CHEMBL3935333	1
O=C(OCC1=CC=CC=C1)N1CCN(C(=O)C2=CC(CC3=NNC(=O)C4=C3CCCC4)=CC=C2F)CC1	214448, CHEMBL3942928	1
O=C(OCC1=CC=CC=C1)N1CCN(C(=O)C2=CC(CC3=NNC(=O)C4=C3NCCC4)=CC=C2F)CC1	214503, CHEMBL3924863	1
O=C(OCC1=CC=CC=C1)N1CCN(CC2=C(O)C=C(O)C3=C2OC(C2=CC=C(O)C=C2)=CC3=O)CC1	CHEMBL4850517, 50579040	1
O=C(OCC1=CC=CC=C1)N1CCN(CCSC2=NC(=O)C3=CC=CC=C3N2)CC1	CHEMBL4641894, 50540761	0
O=C([C@@H]1CCCN1)N1CCC2=C(C1)NC(=O)C1=CC=CC=C21	50131006, CHEMBL310320	1
O=C1C2=CC=CC=C2C(=O)N1C1=CC=CC(CC2=NNC(=O)C3=CC=CC=C23)=C1	50165482, CHEMBL370692	0
O=C1C2=CC=CC=C2C2(O)C3=CC=C(Br)C=C3CCN12	CHEMBL3394709, 50060678	0
O=C1C2CC2C(=O)N1C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F	214228, CHEMBL3927171	1
O=C1C2CC2C(=O)N1C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC=C1F	CHEMBL436298, 50165497	1
O=C1C2CCCCC2C(=O)N1C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F	214235, CHEMBL3985126	1
O=C1C=C(C2=CC=C(F)C=C2)OC2=CC=CC=C12	89825, CHEMBL53738	0
O=C1C=C(C2=CC=C(O)C(C3=C(O)C=C(O)C4=C3OC(C3=CC=C(O)C=C3)=CC4=O)=C2)OC2=CC(O)=CC(O)=C12	CHEMBL63354, 50129952	1
O=C1C=C(C2=CC=C(O)C(O)=C2)OC2=CC(O)=CC(O)=C12	CHEMBL151, 7459	0
O=C1C=C(C2=CC=C(O)C(O)=C2)OC2=CC(O)=CC=C12	CHEMBL301624, 50077325	0
O=C1C=C(C2=CC=C(O)C(O)=C2)OC2=CC=CC=C12	CHEMBL222556, 50157555	0
O=C1C=C(C2=CC=C(O)C=C2)OC2=C(CN3CC=C(C4=CC=CC=C4)CC3)C(O)=CC(O)=C12	CHEMBL4875472, 50579070	0
O=C1C=C(C2=CC=C(O)C=C2)OC2=C(CN3CCC(C4=CC=CC=C4)CC3)C(O)=CC(O)=C12	CHEMBL4863900, 50579068	1
O=C1C=C(C2=CC=C(O)C=C2)OC2=C(CN3CCC(CO)CC3)C(O)=CC(O)=C12	CHEMBL1836301, 50354168	1
O=C1C=C(C2=CC=C(O)C=C2)OC2=C(CN3CCN(C4=CC=C(C(F)(F)F)C=C4)CC3)C(O)=CC(O)=C12	CHEMBL4865987, 50579063	1
O=C1C=C(C2=CC=C(O)C=C2)OC2=C(CN3CCN(C4=CC=C(Cl)C=C4)CC3)C(O)=CC(O)=C12	CHEMBL4854158, 50579062	1
O=C1C=C(C2=CC=C(O)C=C2)OC2=C(CN3CCN(C4=CC=C(F)C=C4)CC3)C(O)=CC(O)=C12	CHEMBL4862496, 50579064	1
O=C1C=C(C2=CC=C(O)C=C2)OC2=C(CN3CCN(C4=CC=C(O)C=C4)CC3)C(O)=CC(O)=C12	CHEMBL4862834, 50579060	1
O=C1C=C(C2=CC=C(O)C=C2)OC2=C(CN3CCN(C4=CC=CC=C4)CC3)C(O)=CC(O)=C12	CHEMBL4855360, 50579058	1
O=C1C=C(C2=CC=C(O)C=C2)OC2=C(CN3CCN(C4=CC=CC=C4O)CC3)C(O)=CC(O)=C12	CHEMBL4848408, 50579059	1
O=C1C=C(C2=CC=C(O)C=C2)OC2=C(CN3CCN(C4=CN=CN=C4)CC3)C(O)=CC(O)=C12	CHEMBL4873634, 50579065	1
O=C1C=C(C2=CC=C(O)C=C2)OC2=C(CN3CCN(CC4=CC=C(C(F)(F)F)C=C4)CC3)C(O)=CC(O)=C12	CHEMBL4876971, 50579050	1
O=C1C=C(C2=CC=C(O)C=C2)OC2=C(CN3CCN(CC4=CC=C(Cl)C=C4)CC3)C(O)=CC(O)=C12	CHEMBL4854276, 50579046	1
O=C1C=C(C2=CC=C(O)C=C2)OC2=C(CN3CCN(CC4=CC=C(F)C=C4)CC3)C(O)=CC(O)=C12	CHEMBL4875196, 50579051	1
O=C1C=C(C2=CC=C(O)C=C2)OC2=C(CN3CCN(CC4=CC=CO4)CC3)C(O)=CC(O)=C12	CHEMBL4876922, 50579054	1
O=C1C=C(C2=CC=C(O)C=C2)OC2=C(CN3CCN(CC4=CC=CS4)CC3)C(O)=CC(O)=C12	CHEMBL4868405, 50579053	1
O=C1C=C(C2=CC=C(O)C=C2)OC2=C(CN3CCN(CC4=CC=NC=C4)CC3)C(O)=CC(O)=C12	CHEMBL4856808, 50579055	1
O=C1C=C(C2=CC=C(O)C=C2)OC2=C(CN3CCN(CC4=COC=C4)CC3)C(O)=CC(O)=C12	CHEMBL4861133, 50579057	1
O=C1C=C(C2=CC=C(O)C=C2)OC2=C(CN3CCN(CC4=CSC=C4)CC3)C(O)=CC(O)=C12	CHEMBL4850338, 50579056	1
O=C1C=C(C2=CC=C(O)C=C2)OC2=C(CN3CCN(CC4CC4)CC3)C(O)=CC(O)=C12	CHEMBL4861814, 50579042	1
O=C1C=C(C2=CC=C(O)C=C2)OC2=C(CN3CCN(CC4CCCCC4)CC3)C(O)=CC(O)=C12	CHEMBL4864330, 50579043	1
O=C1C=C(C2=CC=C(O)C=C2)OC2=C(CN3CCN(CC4CCCO4)CC3)C(O)=CC(O)=C12	CHEMBL4874308, 50579052	1
O=C1C=C(C2=CC=C(O)C=C2)OC2=CC(O)=CC(O)=C12	CHEMBL28	0
O=C1C=C(C2=CC=C([N+](=O)[O-])C=C2)OC2=CC=CC=C12	CHEMBL64780, 50011421	0
O=C1C=C(C2=CC=CC(C3=C(O)C=C(O)C4=C3OC(C3=CC=C(C(F)(F)F)C=C3)=CC4=O)=C2)OC2=CC(O)=CC(O)=C12	CHEMBL4877975, 50579020	0
O=C1C=C(C2=CC=CC(C3=C(O)C=C(O)C4=C3OC(C3=CC=C(F)C=C3)=CC4=O)=C2)OC2=CC(O)=CC(O)=C12	CHEMBL4864125, 50579021	0
O=C1C=C(C2=CC=CC(C3=C(O)C=C(O)C4=C3OC(C3=CC=C(O)C(O)=C3)=CC4=O)=C2)OC2=CC(O)=CC(O)=C12	CHEMBL4847220, 50579019	0
O=C1C=C(C2=CC=CC(C3=C(O)C=C(O)C4=C3OC(C3=CC=C(O)C=C3)=CC4=O)=C2)OC2=CC(O)=CC(O)=C12	CHEMBL4864275, 50579018	0
O=C1C=C(C2=CC=CC(C3=C(O)C=C(O)C4=C3OC(C3=CC=CO3)=CC4=O)=C2)OC2=CC(O)=CC(O)=C12	CHEMBL4872638, 50579025	0
O=C1C=C(C2=CC=CC(C3=C(O)C=C(O)C4=C3OC(C3=CC=CS3)=CC4=O)=C2)OC2=CC(O)=CC(O)=C12	CHEMBL4850879, 50579024	0
O=C1C=C(C2=CC=CC(O)=C2)OC2=CC(O)=CC=C12	CHEMBL253786, 26659	0
O=C1C=C(C2=CC=CC(O)=C2)OC2=CC=CC=C12	CHEMBL147552, 50431165	0
O=C1C=C(C2=CC=CC=C2)OC2=CC=CC=C12	CHEMBL275638, 50028962	0
O=C1C=CC(=O)N1C1=CC=CC(CC2=NNC(=O)C3=CC=CC=C23)=C1	50165487, CHEMBL363617	1
O=C1CC(C2=CC=CC=C2)C(=O)N1C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC=C1F	CHEMBL196450, 50165498	1
O=C1CC2(CCN(C(=O)CN3CCN(CCSC4=NC5=CC=CC=C5C(=O)N4)CC3)CC2)OC2=CC=CC=C12	50540760, CHEMBL4632484	0
O=C1CC2C3=C(C=CC=C13)CCN2C(=O)C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC=C1F	50427925, CHEMBL2323226	0
O=C1CC2C3=C(C=CC=C3N1)CCN2C(=O)C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC=C1F	CHEMBL2323225	0
O=C1CCC(=O)N1C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F	213903, CHEMBL3944277	1
O=C1CCC(=O)N1C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F	214396, CHEMBL2058681, 50387916	1
O=C1CCC(=O)N1C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC=C1Cl	CHEMBL195913, 50165472	1
O=C1CCC(=O)N1C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC=C1F	CHEMBL196444, 50165486	1
O=C1CCC(=O)N1C1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=C1	213902, CHEMBL3899235	1
O=C1CCC(=O)N1C1=CC=CC(CC2=NNC(=O)C3=CC=CC=C23)=C1	CHEMBL195402, 50165478	1
O=C1CCC(C(=O)N2CCN(C(=O)C3=CC(CC4=NNC(=O)C5=C4CCCC5)=CC=C3F)CC2)N1	214553, CHEMBL3891936	1
O=C1CCC(C2=CC=C3NC4=C5CCCC5=C5C(=O)NC(=O)C5=C4C3=C2)=NN1	CHEMBL1935276, 50360945	1
O=C1CCCC(=O)N1C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F	214240, CHEMBL3917181	1
O=C1CCCC(=O)N1C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F	50387914, CHEMBL2058682	1
O=C1CCCC(=O)N1C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC=C1F	50165488, CHEMBL370217	1
O=C1CCCCCN1C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F	214239, CHEMBL3972076	1
O=C1CCCCN1C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F	214244, CHEMBL3968312	1
O=C1CCCN1C1=CC(C2=NNC(=O)C3=C2CCCC3)=CC=C1F	213893, CHEMBL3923821	0
O=C1CCCN1C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F	213892, CHEMBL2058929	1
O=C1CCCN1C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=N1	214041, CHEMBL3894078	1
O=C1CCCN1C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=[N+]1[O-]	CHEMBL3904912, 214071	0
O=C1CCCN1C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F	50387915, CHEMBL2058679	1
O=C1CCCN1C1=CC=C(CC2=NNC(=O)C3=C2CCCC3)C=N1	214043, CHEMBL3961793	0
O=C1CCCN1C1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=C1	213900, CHEMBL3907369	1
O=C1CCCN1C1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=N1	214063, CHEMBL3953127	1
O=C1CCCN1C1=CC=CC(CC2=NNC(=O)C3=CC=CC=C23)=C1	CHEMBL196559, 50165489	0
O=C1CCCN1C1=CC=CC(CCC2=NNC(=O)C3=C2CCCC3)=C1	214199, CHEMBL3947834	0
O=C1CCCN1CC1=CC=C2C(=C1)NC(=O)C1=CC=CN12	CHEMBL539474, 50297832	0
O=C1CCN(C2=CC=CC=C2C(=O)NCC2=CC=C(N3C=CC=N3)C=C2)C(=O)N1	50089866, CHEMBL3577625	0
O=C1CCN(C2=CC=CC=C2C(=O)NCCC2=CC=C(Cl)C=C2Cl)C(=O)N1	50089867, CHEMBL3577626	0
O=C1CCN(C2=CC=CC=C2C(=O)NCCC2=NC(C3=CC=CC=N3)=NO2)C(=O)N1	50089865, CHEMBL3577624	0
O=C1CCN(CC2=CC=C3OC4=C5C(=NNC(=O)C5=CC=C4)C3=C2)CC1	CHEMBL3527002, 97573	0
O=C1CCN1C1=CC(C2=NNC(=O)C3=C2CCCC3)=CC=C1F	213891, CHEMBL3932776	0
O=C1CCN1C1=CC(CC2=C3NC=CC=C3C(=O)N=N2)=CC=C1F	214379, CHEMBL3922239	0
O=C1CCN1C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F	213890, CHEMBL3908331	1
O=C1CCN1C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=N1	214040, CHEMBL3941627	1
O=C1CCN1C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F	50387918, CHEMBL2058680	1
O=C1CCN1C1=CC=C(CC2=NNC(=O)C3=C2CCCC3)C=N1	214044, CHEMBL3978896	0
O=C1CCN2C(C3=CC=C(C4=CC=CC=N4)C=C3)=NC3=C2C1=CC=C3	27494	1
O=C1CCNC(=O)N1C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F	50387921, CHEMBL2058684	1
O=C1CC[C@@H](C(=O)NC2=CC=CC(CC3=NNC(=O)C4=C3CCCC4)=C2)N1	214077, CHEMBL3920013	0
O=C1CC[C@@H]2COC3=CC=C(CC4=NNC(=O)C5=C4CCCC5)C=C3N12	214308, CHEMBL3958994	1
O=C1CC[C@H](C(=O)NC2=CC=CC(CC3=NNC(=O)C4=C3CCCC4)=C2)N1	214078, CHEMBL3921079	1
O=C1CC[C@H]2COC3=CC=C(CC4=NNC(=O)C5=C4CCCC5)C=C3N12	214311, CHEMBL3966512	1
O=C1CN(C(=O)C2=CC(CC3=NNC(=O)C4=C3NCCC4)=CC=C2F)CCN1	50387935, CHEMBL2058916	1
O=C1CN(C(=O)CCC2=NC(=O)C3=CC=CC=C3N2)CCN1	50445850, CHEMBL3105413	0
O=C1CN(C(=O)CSC2=NC3=CC=CC=C3C(=O)N2)C2=CC=CC=C2N1	50445846, CHEMBL3105415	0
O=C1CN(CC2=CC=C3OC4=C5C(=NNC(=O)C5=CC=C4)C3=C2)CCN1	CHEMBL3644770, 97558	1
O=C1CNC(=O)N1C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F	214517, CHEMBL3960376	1
O=C1COC2=CC=C(CN3CC=C(C4=CC=C(Cl)C=C4)CC3)C=C2N1	50438245, CHEMBL2408001	1
O=C1COC2=CC=C(CN3CCC(C4=CC=CC=C4)CC3)C=C2N1	50438248, CHEMBL2407998	0
O=C1COC2=CC=C(CNC3=CC=CC=C3)C=C2N1	CHEMBL2407993	0
O=C1COC2=CC=C(CNCC3=CC=CC=C3)C=C2N1	CHEMBL2407994	0
O=C1N=C(C2=CC(N3CC=C(C4=CC=C(F)C=C4)CC3)CC2)NC2=C(Cl)C=CC=C12	50220874, CHEMBL249026	1
O=C1N=C(C2=CC(N3CC=C(C4=CC=C(F)C=C4)CC3)CC2)NC2=CC=CC=C12	50220882, CHEMBL248826	1
O=C1N=C(C2=CC(N3CC=C(C4=CC=CC=C4)CC3)CC2)NC2=CC=CC=C12	CHEMBL250013, 50220862	1
O=C1N=C(C2=CC(N3CC=C(C4=CC=CC=C4)CC3)CCC2)NC2=CC=CC=C12	CHEMBL250210, 50220865	0
O=C1N=C(C2=CC(N3CCN(C4=CC=C(Cl)C=C4)CC3)CC2)NC2=CC=CC=C12	50220861, CHEMBL400343	1
O=C1N=C(C2=CC(N3CCN(C4=CC=C(F)C=C4)CC3)CC2)NC2=C(Cl)C=CC=C12	50220883, CHEMBL400344	1
O=C1N=C(C2=CC=C(Br)C=C2)NC2=C(O)C=CC=C12	CHEMBL3827440, 50188248	0
O=C1N=C(C2=CC=C(C(F)(F)F)C=C2)NC2=C(O)C=CC=C12	50188469, CHEMBL151382	0
O=C1N=C(C2=CC=C(C(F)(F)F)C=C2)NC2=C1CCCC2	CHEMBL2419891	0
O=C1N=C(C2=CC=C(C(F)(F)F)C=C2)NC2=C1CCSC2	50441357, CHEMBL2431805	0
O=C1N=C(C2=CC=C(C(F)(F)F)C=C2)NC2=C1CSCC2	50318567, CHEMBL1086580, 50188594	1
O=C1N=C(C2=CC=C(C(F)(F)F)C=C2)NC2=C1SCCC2	CHEMBL2419889	0
O=C1N=C(C2=CC=C(Cl)C=C2)NC2=C(O)C=CC=C12	CHEMBL3099681, 50188595	0
O=C1N=C(C2=CC=C(F)C=C2)NC2=C(O)C=CC=C12	CHEMBL3828676, 50188247	0
O=C1N=C(C2=CC=C(O)C=C2)NC2=C(O)C=CC=C12	CHEMBL127335, 50188540	0
O=C1N=C(C2=CC=C(O)C=C2)NC2=CC=CC=C12	CHEMBL3289108, 50019165	0
O=C1N=C(C2=CC=C([N+](=O)[O-])C=C2)NC2=C(O)C=CC=C12	CHEMBL338088, 50188249	0
O=C1N=C(C2=CC=C3OCOC3=C2)NC2=CC=CC=C12	CHEMBL4077094, 50505337	0
O=C1N=C(C2=CC=CC=C2)NC2=C(O)C=CC=C12	50188596, CHEMBL341142	0
O=C1N=C(C2=CC=CC=C2)NC2=CC=CC=C12	CHEMBL127066, 50188599	0
O=C1N=C(C2=C[C@@H](N3CC=C(C4=CC=CC=C4)CC3)CC2)NC2=C(Cl)C=CC=C12	50220859, CHEMBL248827	1
O=C1N=C(C2=C[C@@H](N3CCC(C4=CC=C(F)C=C4)CC3)CC2)NC2=C(Cl)C=CC=C12	50220876, CHEMBL248649	1
O=C1N=C(C2=C[C@@H](N3CCC(C4=CC=CC=C4)CC3)CC2)NC2=C(Cl)C=CC=C12	50220858, CHEMBL248648	1
O=C1N=C(C2=C[C@H](N3CC=C(C4=CC=CC=C4)CC3)CC2)NC2=C(Cl)C=CC=C12	50220866, CHEMBL248834	0
O=C1N=C(C2=C[C@H](N3CCC(C4=CC=C(F)C=C4)CC3)CC2)NC2=C(Cl)C=CC=C12	50220873, CHEMBL250672	0
O=C1N=C(C2CCC(N3CCC(C4=CC=CC=C4)CC3)C2)NC2=CC=CC=C12	CHEMBL246185, 50220867	0
O=C1N=C(C2CCCC(N3CC=C(C4=CC=CC=C4)CC3)C2)NC2=CC=CC=C12	CHEMBL400299, 50220860	0
O=C1N=C(CCCCN2CC=C(C3=CC=C(F)C=C3)CC2)NC2=C(Cl)C=CC=C12	50341860, CHEMBL1767068	1
O=C1N=C(CCCN2CC=C(C3=CC=C(C(F)(F)F)C=C3)CC2)NC2=CC=CC=C12	50151030, CHEMBL359767	1
O=C1N=C(CCCN2CC=C(C3=CC=C(C4=CC=CC=C4)C=C3)CC2)NC2=CC=CC=C12	50151023, CHEMBL362762	1
O=C1N=C(CCCN2CC=C(C3=CC=C(Cl)C=C3)CC2)NC2=CC=CC=C12	50220868, CHEMBL251028	1
O=C1N=C(CCCN2CC=C(C3=CC=C(F)C=C3)CC2)NC2=C(Cl)C=CC=C12	27708, CHEMBL251030	1
O=C1N=C(CCCN2CC=C(C3=CC=C(F)C=C3)CC2)NC2=CC=CC=C12	50220864, CHEMBL251027	1
O=C1N=C(CCCN2CC=C(C3=CC=C(O)C=C3)CC2)NC2=CC=CC=C12	CHEMBL364364, 50151012	1
O=C1N=C(CCCN2CC=C(C3=CC=C([N+]4=CC=CC=C4)C=C3)CC2)NC2=CC=CC=C12	50151013, CHEMBL188985	1
O=C1N=C(CCCN2CC=C(C3=CC=CC(F)=C3)CC2)NC2=CC=CC=C12	50151011, CHEMBL184513	1
O=C1N=C(CCCN2CC=C(C3=CC=CC=C3)CC2)NC2=C(Cl)C=C(Cl)C=C12	50151037, CHEMBL186365	1
O=C1N=C(CCCN2CC=C(C3=CC=CC=C3)CC2)NC2=C(Cl)C=CC=C12	27706, CHEMBL251029	1
O=C1N=C(CCCN2CC=C(C3=CC=CC=C3)CC2)NC2=C1CCC2	CHEMBL480614, 50255412	0
O=C1N=C(CCCN2CC=C(C3=CC=CC=C3)CC2)NC2=CC(Cl)=CC=C12	50151027, CHEMBL186383	0
O=C1N=C(CCCN2CC=C(C3=CC=CC=C3)CC2)NC2=CC=C(Cl)C=C12	50151032, CHEMBL186186	1
O=C1N=C(CCCN2CC=C(C3=CC=CC=C3)CC2)NC2=CC=CC(Cl)=C12	27710, CHEMBL186418	1
O=C1N=C(CCCN2CC=C(C3=CC=CC=C3)CC2)NC2=CC=CC(F)=C12	50151038, CHEMBL365235	1
O=C1N=C(CCCN2CC=C(C3=CC=CC=C3)CC2)NC2=CC=CC=C12	CHEMBL399725, 27705	1
O=C1N=C(CCCN2CC=C(C3=CC=CC=C3)CC2)NC2CCCC12	50171738	0
O=C1N=C(CCCN2CC=C(C3=CC=CC=C3)CC2)NC2CCCCC12	50171747	1
O=C1N=C(CCCN2CC=C(C3=CC=CC=C3)CC2)NC2CCCCCC12	50171736	0
O=C1N=C(CCCN2CC=C(C3=CC=CC=C3)CC2)NC2CCNCC12	50171740	0
O=C1N=C(CCCN2CC=C(C3=CC=CC=C3)CC2)NC2CCOCC12	50171748	0
O=C1N=C(CCCN2CC=C(C3=CC=CC=C3)CC2)NC2CCSCC12	50171744	1
O=C1N=C(CCCN2CC=C(C3=CC=CC=C3F)CC2)NC2=CC=CC=C12	50151019, CHEMBL184104	1
O=C1N=C(CCCN2CCC(C3=CC=C(Cl)C=C3)CC2)NC2=CC=CC=C12	50433095, CHEMBL2377260	0
O=C1N=C(CCCN2CCC(C3=CC=C(F)C=C3)CC2)NC2=C(Cl)C=CC=C12	50220879, CHEMBL250490	1
O=C1N=C(CCCN2CCC(C3=CC=CC=C3)CC2)NC2=C(Cl)C=CC=C12	50220869, CHEMBL250489	0
O=C1N=C(CCCN2CCC(C3=CC=CC=C3)CC2)NC2=CC=CC=C12	50220856, CHEMBL249813	1
O=C1N=C(CCCN2CCC3=C(C2)NC2=CC=CC=C32)NC2=CC=CC=C12	50151010, CHEMBL364763	1
O=C1N=C(CCCN2CCC3=C(CCC4=CC=CC=C34)C2)NC2=CC=CC=C12	50151025, CHEMBL186380	1
O=C1N=C(CCCN2CCCCC2)NC2=CC=CC=C12	50151026, CHEMBL188949	0
O=C1N=C(CCCN2CCN(C3=CC=C(Cl)C=C3)CC2)NC2=CC=CC=C12	27711	1
O=C1N=C(CCCN2CCN(C3=CC=C(F)C=C3)CC2)NC2=CC=CC=C12	50433097, CHEMBL2377258	1
