SMILE	Compound_IDs	Class
CCS(=O)(=O)N1CCN(C(=O)C2=CC(CC3=CNC(=O)C4=CC(Cl)=C(Cl)N34)=CC=C2F)CC1	CHEMBL597925, 50309370	1
CCS(=O)(=O)N1CCN(C(=O)C2=CC(CC3=NNC(=O)C4=C3CCCC4)=CC=C2F)CC1	CHEMBL3980444, 214482	1
CCS(=O)(=O)N1CCN(C(=O)C2=CC(CC3=NNC(=O)C4=C3NCCC4)=CC=C2F)CC1	CHEMBL3926688, 214487	1
CCS(=O)(=O)N1CCN(C(=O)C2=CC(CC3=NNC(=O)C4=CC=CC=C34)=CC=C2F)CC1	CHEMBL493499, 27549	1
CCS(=O)(=O)N1CCN(C(=O)C2=CC=CC(CC3=NNC(=O)C4=CC=CC=C34)=C2)CC1	CHEMBL493498, 27548	1
CCS(=O)(=O)NC1=CC=CC(CC2=NNC(=O)C3=CC=CC=C23)=C1	50165491, CHEMBL193917	0
CC[C@@H](CO)NC(=O)CCC1=NC(=O)C2=CC=CC=C2N1	CHEMBL3092521, 50444029	0
CC[C@H](C(=O)NC1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=C1)C1=CC=CC=C1	214084, CHEMBL3906065	0
CC[C@H](NC(=O)CCC1=NC(=O)C2=CC=CC=C2N1)C1=CC=CC=C1	CHEMBL3092544, 50444034	0
CC[C@H]1CN(C(=O)C2=NC3=C(C(N)=O)C=CC=C3N2)CCN1	CHEMBL4070312, 50248751	1
CC[C@H]1CN(C(=O)C2=NC3=C(C(N)=O)C=CC=C3N2)CCN1C(=O)OC(C)(C)C	CHEMBL4081950, 50248743	1
CN(C(=O)C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)C1CCN(C(=O)C2=CC=CC=N2)CC1	CHEMBL3901005, 214596	1
CN(C(=O)C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)C1CCN(C(=O)C2=CC=CN=C2)CC1	CHEMBL3932639, 214585	1
CN(C(=O)C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)C1CCN(C(=O)C2=CC=CO2)CC1	CHEMBL3904816, 214590	1
CN(C(=O)C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)C1CCN(C(=O)C2=CC=NC=C2)CC1	CHEMBL3974615, 214587	1
CN(C(=O)C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)C1CCN(C(=O)C2=CNN=C2)CC1	CHEMBL3914521, 214593	1
CN(C(=O)C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)C1CCN(C(=O)C2=CSC=N2)CC1	CHEMBL3984349, 214592	1
CN(C(=O)C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)C1CCN(C(=O)OC(C)(C)C)CC1	CHEMBL3986213, 214574	1
CN(C(=O)C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)C1CCN(C(=O)[C@@H]2CSCN2)CC1	CHEMBL3923545, 214591	1
CN(C(=O)C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)C1CCNCC1	CHEMBL3954828, 214582	1
CN(C(=O)C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC=C1F)C1CC(=O)C2=CC=CC=C21	CHEMBL2322613	0
CN(C(=O)C1CCC1)C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F	214623, CHEMBL3922877	1
CN(C(=O)NC1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)C1=CC=CC=C1	214506, CHEMBL3901347	1
CN(C)C(=O)C(=O)N1CCN(C(=O)C2=CC(CC3=CNC(=O)C4=CC(Cl)=C(Cl)N34)=CC=C2F)CC1	CHEMBL603873, 50309368	1
CN(C)C(=O)C1=CC=C(C2=CC(CC3=NNC(=O)C4=C3CCCC4)=CC=C2F)C=C1	CHEMBL3915764, 214190	0
CN(C)C(=O)C1=CC=C(N2CCN(C(=O)CCC3=NC(=O)C4=CC=CC=C4N3)CC2)C(Cl)=C1	503607	0
CN(C)C(=O)C1=CC=C(N2CCN(C3=NC4=C(C(N)=O)C=C(F)C=C4N3)CC2)N=C1	332727	1
CN(C)C(=O)C1=CC=C(N2CCN(C3=NC4=C(C(N)=O)C=CC=C4N3)CC2)N=C1	332724	1
CN(C)C(=O)C1=CN=C(N2CCN(C3=NC4=C(C(N)=O)C=C(F)C=C4N3)CC2)C=N1	332746	1
CN(C)C(=O)C1=NC=C(N2CCN(C3=NC4=C(C(N)=O)C=C(F)C=C4N3)CC2)C=N1	332751	1
CN(C)C(=O)CCC(=O)N1CCC2=CC=CC3=C2C1CNC3=O	50306268, CHEMBL595680	1
CN(C)C(=O)CN1CCN(C(=O)C2=CC(CC3=NNC(=O)C4=C3NCCC4)=CC=C2F)CC1	CHEMBL3983267, 214458	1
CN(C)C(=O)N1CCN(C(=O)C2=CC(CC3=CNC(=O)C4=CC(Cl)=C(Cl)N34)=CC=C2F)CC1	CHEMBL589575, 50309371	1
CN(C)C(=O)N1CCN(C(=O)C2=CC(CC3=NNC(=O)C4=C3CCCC4)=CC=C2F)CC1	CHEMBL3892324, 214407	1
CN(C)C(=O)N1CCN(C(=O)C2=CC(CC3=NNC(=O)C4=C3NCCC4)=CC=C2F)CC1	CHEMBL2058921, 50387940	1
CN(C)C(=O)N1CCP(=O)(C2=CC(CC3=NNC(=O)C4=CC=CC=C34)=CC=C2F)CC1	538051	0
CN(C)C(C)(C)C(=O)N1CCN(C(=O)C2=CC(CC3=CNC(=O)C4=CC(Cl)=C(Cl)N34)=CC=C2F)CC1	CHEMBL597324, 50309366	1
CN(C)C(C)(C)C1=NC2=C(C(N)=O)C=CC=C2N1	CHEMBL481082, 50251658	1
CN(C)C1(C(=O)N2CCN(C(=O)C3=CC(OC4=NNC(=O)C5=CC=CC=C45)=CC=C3F)CC2)CC1	CHEMBL3924658, 191990	1
CN(C)C1(C(=O)N2CCN(C(=O)C3=CC(OC4=NNC(=O)C5=CC=CC=C45)=CC=C3F)CC2)CCC1	CHEMBL4106657, 191991	1
CN(C)C1=CC=C(C2=CC=C3C=CN(C(N)=O)C3=N2)C=C1	CHEMBL3105878, 50445964	0
CN(C)C1=CC=C(C2=NC3=C(C(N)=O)C=CC=C3N2)C=C1	CHEMBL334357, 50093361	1
CN(C)C1=CC=C(C2CC3=NC4=CC(F)=CC5=C4C3=C(C2)NNC5=O)C=C1	CHEMBL3916191, 207567	1
CN(C)C1=CC=C(C2CC3=NC4=CC=CC5=C4C3=C(C2)NNC5=O)C=C1	CHEMBL3946391, 207568	1
CN(C)C1=CC=C(CC2=NNC(=O)C3=C2CCCC3)C=C1NC(=O)OCC1=CC=CC=C1	214388, CHEMBL3893660	0
CN(C)C1=CC=C(CN2CCC(N3CC4=CC=CC(C(N)=O)=C4C3=O)CC2)C=C1	138306, CHEMBL3606005	1
CN(C)C1=CC=C(N2CC3=CC=CC(C(N)=O)=C3C2=O)C=C1	CHEMBL611980, 50309922	1
CN(C)C1=CC=C(NC(=O)C2=CC=CC(CC3=NNC(=O)C4=C3CCCC4)=C2)C=C1	213997, CHEMBL3895535	1
CN(C)C1=CC=CC(C(N)=O)=C1	CHEMBL123205	0
CN(C)C1CCN(C(=O)C2=CC(CC3=CNC(=O)C4=CC(Cl)=C(Cl)N34)=CC=C2F)CC1	CHEMBL590327, 50309353	1
CN(C)C1CCN(C(=O)C2=CC3=C(C4=CC=CC=C4C(=O)NC3)N2C)CC1	CHEMBL3291326, 50018755	0
CN(C)C1CCN(C2=CC=C3NC(=O)C4=CC=CC=C4C3=N2)CC1	50130573, CHEMBL418813	0
CN(C)C1CCN(CC2=CC=C(C3=NN4C(C(N)=O)=CC(Cl)=C4C=C3)C=C2)CC1	CHEMBL4746131, 50549284	0
CN(C)C1CCN(CC2=CC=C3OCC(=O)NC3=C2)CC1	CHEMBL2407996	0
CN(C)C1CN(C(=O)C2=CC(CC3=NNC(=O)C4=CC=CC=C34)=CC=C2F)CC2=NN=C(C(F)(F)F)N21	206069	1
CN(C)CC(=O)N1CCN(C(=O)C2=CC(CC3=CNC(=O)C4=CC(Cl)=C(Cl)N34)=CC=C2F)CC1	CHEMBL597117, 50309367	1
CN(C)CC(=O)NC1=CC=C(N2C=C3C=CC=C(C(N)=O)C3=N2)C=C1	CHEMBL608691, 50306201	1
CN(C)CC(=O)NC1=CC=C2C(=C1)CC1=C2NC(=O)C2=CC=CC=C12	27520, CHEMBL364752	1
CN(C)CC(=O)NC1=CC=C2CC3=C(NC(=O)C4=CC=CC=C34)C2=C1	27516, CHEMBL191469	0
CN(C)CC(=O)NC1=CC=C2NC(=O)C3=CC=CC=C3C2=C1	CHEMBL372303, 27497	1
CN(C)CC(=O)NC1=CC=C2NC(=O)C3=CC=CC=C3C2=N1	50130577, CHEMBL543157	1
CN(C)CC(=O)NC1=CN=C2C(=C1)NC(=O)C1=CC=CC=C12	50130586, CHEMBL541576	0
CN(C)CC(=O)NCCC1=CNC2=CC=C3C(=O)NCCC3=C12	50296555, CHEMBL551812	0
CN(C)CC(C)(C)CN/C=C1/C(=O)NC(=O)C2=CC=CC=C12	CHEMBL3102884	1
CN(C)CC(C)(C)CNC=C1C(=O)NC(=O)C2=CC=CC=C12	50445856	1
CN(C)CC/C=C1\C2=CC=CC=C2COC2=CC=C(CC(=O)NN)C=C12	CHEMBL4521985, 50536941	1
CN(C)CC1=CC(=O)C2=C3NCCCC3C(=O)NC2=C1	130180, CHEMBL3649801	0
CN(C)CC1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F	213946, CHEMBL3953492	0
CN(C)CC1=CC2=C(NC(=O)C3=CC=CC(O)=C32)S1	CHEMBL3219283	1
CN(C)CC1=CC2=C(NC(=O)C3=CC=CC=C32)S1	CHEMBL3219282	0
CN(C)CC1=CC=C(C2=C3CCNC(=O)C4=C3C(=CC=C4)N2)C=C1	CHEMBL148173, 27685	1
CN(C)CC1=CC=C(C2=CC3=CC=CC4=C3N2CCNC4=O)C=C1	CHEMBL361489, 50154730	1
CN(C)CC1=CC=C(C2=CC=C3C=CN(C(N)=O)C3=N2)C=C1	CHEMBL3105889, 50445966	0
CN(C)CC1=CC=C(C2=CNC(=O)C3=CC=CC(O)=C23)C=C1	CHEMBL1171806, 50322364	1
CN(C)CC1=CC=C(C2=NC3=C(C(N)=O)C=CC=C3N2)C=C1	CHEMBL81125, 50145224	1
CN(C)CC1=CC=C(C2=NC3=CC=CC4=C3N2CCNC4=O)C=C1	CHEMBL65892	1
CN(C)CC1=CC=C(C2=NC3=CN=CC4=C3N2CCNC4=O)C=C1	CHEMBL4592544, 50535025	1
CN(C)CC1=CC=C(C2=NN3C(C(N)=O)=CC(Cl)=C3C=C2)C=C1	CHEMBL4754497, 50549280	1
CN(C)CC1=CC=C(C2C3=NNC(=O)C4=CC=CC(=C34)NC2C2=CC=CC=C2)C=C1	CHEMBL3764640, 50145086	1
CN(C)CC1=CC=C(C2NC3=CC(F)=CC4=C3C(=NNC4=O)C2C2=CC=C(F)C=C2)C=C1	CHEMBL3765611, 50145096	1
CN(C)CC1=CC=C(C2NC3=CC(F)=CC4=C3C(=NNC4=O)C2C2=CC=CC=C2)C=C1	CHEMBL3764670, 50145095	1
CN(C)CC1=CC=C(C2NC3=CC=CC4=C3C(=NNC4=O)C2C2=CC=C(C(F)(F)F)C=C2)C=C1	CHEMBL3763661, 50145093	1
CN(C)CC1=CC=C(C2NC3=CC=CC4=C3C(=NNC4=O)C2C2=CC=C(CN(C)C)C=C2)C=C1	CHEMBL3764811, 50145090	1
CN(C)CC1=CC=C(C2NC3=CC=CC4=C3C(=NNC4=O)C2C2=CC=C(F)C=C2)C=C1	CHEMBL3764422, 50145094	1
CN(C)CC1=CC=C(C2NC3=CC=CC4=C3C(=NNC4=O)C2C2=CC=CC=C2)C=C1	CHEMBL3764052, 50145087	1
CN(C)CC1=CC=C(N2C=C3C=CC=C(C(N)=O)C3=N2)C=C1	CHEMBL1096641, 50316244	1
CN(C)CC1=CC=C2C(=C1)CNC(=O)C1=CC=CN21	50297843, CHEMBL549524	0
CN(C)CC1=CC=C2C(=C1)NC(=O)C1=NC=CN12	CHEMBL570304, 50297842	0
CN(C)CC1=CC=C2C(=C1)NC(=O)C1CCCCN21	50297848, CHEMBL541744	1
CN(C)CC1=CC=C2C(=C1)NC(=O)C1CCCN21	50297846, CHEMBL539660	0
CN(C)CC1=CC=C2C3=C(CCCN3)C(=O)NC2=C1	130123, CHEMBL3649746	1
CN(C)CC1=CC=C2C3=C(CCCN3C)C(=O)NC2=C1	130148, CHEMBL3649770	1
CN(C)CC1=CC=C2NC(=O)C3=C(NCCC3)C2=C1	130132, CHEMBL3649755	0
CN(C)CC1=CC=CC(C2=C3CCNC(=O)C4=C3C(=CC=C4)N2)=C1	CHEMBL146943	1
CN(C)CC1=CC=CC(C2=CC3=CC=CC4=C3N2CCNC4=O)=C1	CHEMBL188728, 50154740	1
CN(C)CC1=CC=CC(C2=NC3=C(C(N)=O)C=CC=C3N2)=C1	CHEMBL82434, 50145223	1
CN(C)CC1=CC=CC(C2=NC3=CC=CC4=C3N2CCNC4=O)=C1	CHEMBL417036	1
CN(C)CC1=CC=CC(C2C3=NNC(=O)C4=CC=CC(=C34)NC2C2=CC=CC=C2)=C1	CHEMBL3765275, 50145088	1
CN(C)CC1=CC=CC(C2NC3=CC=CC4=C3C(=NNC4=O)C2C2=CC=CC=C2)=C1	CHEMBL3764190, 50145089	1
CN(C)CCC(=O)NC1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=C1	214158, CHEMBL3963707	0
CN(C)CCC1=CC=C2C3=C(CCCN3)C(=O)NC2=C1	130114, CHEMBL3649737	0
CN(C)CCCC1=CC=C2NC(=O)C3=C(NCCC3)C2=C1	130115, CHEMBL3649738	0
CN(C)CCCN1CCCN(C(=O)C2=CC(CC3=NNC(=O)C4=C3NCCC4)=CC=C2F)C1	CHEMBL3958902, 214497	1
CN(C)CCCNC(=O)C1=CC2=C(C3=CC=CC=C3C(=O)N2)N1C	CHEMBL3291321, 50018750	0
CN(C)CCCNC(=O)C1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=C1	214251, CHEMBL3921183	1
CN(C)CCCOC1=CC=C(C2=NC3=CC=CC4=C3N2CCNC4=O)C=C1	CHEMBL480613, 50255411	1
CN(C)CCCOC1=CC=C2C3=C(CCCN3)C(=O)NC2=C1	130118, CHEMBL3649741	0
CN(C)CCN(C)C(=O)C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F	213937, CHEMBL3947475	1
CN(C)CCN(C)C(=O)C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F	214421, CHEMBL3897939	1
CN(C)CCN(C)C(=O)C1=CC=C(C2=NN3C(=C2)NC(=O)C2=CC=CC=C23)C=C1	CHEMBL557913, 50295199	0
CN(C)CCN(C)C(=O)C1=CC=CC(C2=NN3C(=C2)NC(=O)C2=CC=CC=C23)=C1	CHEMBL552319, 50295192	0
CN(C)CCN(C)C(=O)C1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=C1	213936, CHEMBL3897560	1
CN(C)CCN(C)C(=O)C1=CC=CC(CC2=NNC(=O)C3=CC=CC=C23)=C1	50177438, CHEMBL202387	1
CN(C)CCN(C)C(=O)C1=NN2C(=C1)NC(=O)C1=CC=CC=C12	CHEMBL550501, 50295213	1
CN(C)CCN(C)CC1=CC=C(N2C=C3C=CC=C(C(N)=O)C3=N2)C=C1	CHEMBL1094968, 50316239	1
CN(C)CCN(C)CC1=CC=C2C3=C(CCCN3)C(=O)NC2=C1	130136, CHEMBL3649759	0
CN(C)CCN1C2=C3C(=NNC(=O)C4=C3C1=CC(F)=C4)CC(C)(C)C2	207595, CHEMBL3929889	1
CN(C)CCN1C2=C3C(=NNC(=O)C4=C3C1=CC(F)=C4)CN(C(=O)C1CC1)C2	207605, CHEMBL3917574	1
CN(C)CCN1C2=C3C(=NNC(=O)C4=C3C1=CC=C4)CC(C)(C)C2	207583, CHEMBL3975917	1
CN(C)CCN1C2=C3C(=NNC(=O)C4=C3C1=CC=C4)CCC2	207592, CHEMBL3954603	1
CN(C)CCN1C2=C3C(=NNC(=O)C4=C3C1=CC=C4)CN(C(=O)C1CC1)C2	207603, CHEMBL3923029	1
CN(C)CCN1CC2=NC3=CC(F)=CC4=C3C2=C(C1)NNC4=O	CHEMBL3964037, 207616	1
CN(C)CCN1CC2=NC3=CC=CC4=C3C2=C(C1)NNC4=O	CHEMBL3927445, 207615	1
CN(C)CCN1CCN(C(=O)C2=CC(CC3=CNC(=O)C4=CC(Cl)=C(Cl)N34)=CC=C2F)CC1	CHEMBL600840, 50309379	1
CN(C)CCN1CCN(C(=O)C2=CC(CC3=NNC(=O)C4=C3CCCC4)=CC=C2F)CC1	CHEMBL3928128, 214414	1
CN(C)CCN1CCN(C(=O)C2=CC(CC3=NNC(=O)C4=C3NCCC4)=CC=C2F)CC1	CHEMBL3982506, 214419	1
CN(C)CCNC(=O)C1=CC2=C(C3=CC=CC=C3C(=O)N2)N1C	CHEMBL3291320, 50018749	0
CN(C)CCNC(=O)C1=CC=C(N2C=C3C=CC=C(C(N)=O)C3=N2)C=C1	CHEMBL593144, 50306209	1
CN(C)CCNC(=O)C1=CC=C2NC3=C4CCCC4=C4C(=O)NCC4=C3C2=C1	50179067, CHEMBL204440	0
CN(C)CCNC(=O)C1=CC=CC(C2=CC(CCC3=NNC(=O)C4=C3CCCC4)=CC=C2F)=C1	CHEMBL3953611, 214208	0
CN(C)CCNC(=O)C1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=C1	214250, CHEMBL3949013	1
CN(C)CCOC1=CC=C2C3=C(CCCN3)C(=O)NC2=C1	130116, CHEMBL3649739	0
CN(C)CCOC1=CC=C2NC(=O)C3=C(NCCC3)C2=C1	130098, CHEMBL3649721	0
CN(C)S(=O)(=O)N1CCC(C2=NC3=C(C(N)=O)C=CC=C3N2)CC1	27128, CHEMBL460260	1
CN(C)S(=O)(=O)N1CCN(C(=O)C2=CC(CC3=CNC(=O)C4=CC(Cl)=C(Cl)N34)=CC=C2F)CC1	CHEMBL597116, 50309369	1
CN(C)S(=O)(=O)NC1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=C1	214036, CHEMBL3943793	0
CN(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)S(C)(=O)=O	214309, CHEMBL3934995	0
CN(C1CCC1)C(C)(C)C1=NC2=C(C(N)=O)C=CC=C2N1	CHEMBL481083, 50251659	1
CN(CC(=O)C1=CC=C2C=CC=CC2=C1)C(=O)CCN1C2=C(CCCC2)C(=O)NC1=O	CHEMBL110681	0
CN(CC(=O)O)CC(=O)C1=CC=C2NC3=C4CCCC4=C4C(=O)NC(=O)C4=C3C2=C1	CHEMBL1935258, 50360927	1
CN(CC(=O)OC(C)(C)C)CC(=O)C1=CC=C2NC3=C4CCCC4=C4C(=O)NC(=O)C4=C3C2=C1	50360926, CHEMBL1935257	1
CN(CC1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)C[C@H]1CCCN1C	213951, CHEMBL3941962	0
CN(CC1=CC=C(CC2=NNC(=O)C3=C2CCCC3)C=C1)C1CCCCC1	213973, CHEMBL3938769	0
CN(CC1=CC=C(N2C=C3C=CC=C(C(N)=O)C3=N2)C=C1)C(=O)C1CNC1	CHEMBL594312, 50306190	1
CN(CC1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=C1)C1CCCCC1	213961, CHEMBL3922609	0
CN(CC1=CC=CC=C1)C(=O)C1CCN(C(=O)C2=CC=CC(CC3=NNC(=O)C4=CC=CC=C34)=C2)CC1	CHEMBL203765, 50177466	1
CN(CC1=CC=CC=C1)CC1=CC=C2C3=C(CCCN3)C(=O)NC2=C1	130133, CHEMBL3649756	0
CN(CC1=CC=CC=C1)CC1=NC2=CC=CC3=C2N1CCNC3=O	CHEMBL519778, 50255795	1
CN(CC1=CC=CC=N1)C(=O)C1=CC=C2NC3=C4CCCC4=C4C(=O)NCC4=C3C2=C1	50179055, CHEMBL202848	0
CN(CC1=CC=NC=C1)C(=O)C1=CC=C2NC3=C4CCCC4=C4C(=O)NCC4=C3C2=C1	50179056, CHEMBL203597	1
CN(CC1CCCCN1C)C(=O)C1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=C1	214017, CHEMBL3964882	0
CN(CC1CCOC1)C(C)(C)C1=NC2=C(C(N)=O)C=CC=C2N1	CHEMBL520922, 50251660	1
CN(CCC(=O)O)CC1=CC=C2C3=C(CCCN3)C(=O)NC2=C1	CHEMBL3649763, 130140	0
CN(CCC1=CC=CC=N1)C(=O)C1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=C1	214359, CHEMBL3900558	1
CN(CCC1=CNC=N1)C(=O)C1=CC=C2NC3=C4CCCC4=C4C(=O)NCC4=C3C2=C1	CHEMBL203884, 50179063	0
CN(CCC1=NC(=O)C2=CC=CC=C2N1)C(=O)N1CCC(C(=O)C2=CN(C)N=C2)CC1	435423	0
CN(CCCN)CC1=CC=C(C2=C3CCNC(=O)C4=C3C(=CC(F)=C4)N2)C=C1	209931	1
CN(CCO)CC1=CC=C2C3=C(CCCN3)C(=O)NC2=C1	130135, CHEMBL3649758	1
CN/C(C#N)=C\C(=N)N1CCN(C(=O)CCC2=NC(=O)C3=CC=CC=C3N2)CC1	503606	0
CN1C(=O)CCC(N2C(=O)C3=CC=CC(NCCNC(=O)CCCCCCCCCCC(=O)N4CCN(C(=O)C5=CC(CC6=NNC(=O)C7=CC=CC=C67)=CC=C5F)CC4)=C3C2=O)C1=O	50553814	1
CN1C(=O)N(C2CCN(C(=O)CCCC3=NC4=CC=CC=C4C(=O)N3)CC2)C2=CC=CC=C21	259543	0
CN1C(C(=O)N2CC=C(C3=CC=C(F)C=C3)CC2)=CC2=C1C1=CC=CC=C1C(=O)NC2	CHEMBL3291327, 50018756	0
CN1C(C(=O)N2CCCNCC2)=C(Br)C2=C1C1=CC=CC=C1C(=O)N2	50018753, CHEMBL3291324	1
CN1C(C(=O)N2CCCNCC2)=C(Cl)C2=C1C1=CC=CC=C1C(=O)N2	50018752, CHEMBL3291323	1
CN1C(C(=O)N2CCCNCC2)=CC2=C1C1=CC=CC=C1C(=O)N2	CHEMBL3291318, 50018747	1
CN1C(C(=O)N2CCN(CC3=CC=CC=C3)CC2)=CC2=C1C1=CC=CC=C1C(=O)N2	CHEMBL3291314, 50018743	0
CN1C(C(=O)N2CCNCC2)=CC2=C1C1=CC=CC=C1C(=O)N2	CHEMBL3291311, 50018758	1
CN1C(C(=O)NCCCN2CCOCC2)=CC2=C1C1=CC=CC=C1C(=O)N2	CHEMBL3291322, 50018751	1
CN1C(C(=O)NCCN2CCCC2)=CC2=C1C1=CC=CC=C1C(=O)NC2	CHEMBL3291329, 50018698	0
CN1C(C2=CC3=C(CNCC3)S2)=NC2=C(C(N)=O)C=C(F)C=C21	CHEMBL4281045, 50464929	1
CN1C(C2=CC3=C(S2)C(C(C)(C)C)NCC3)=NC2=C(C(N)=O)C=C(F)C=C21	CHEMBL4291992, 50464915	0
CN1C(C2=CC=CC=C2)=C2CCNC(=O)C3=C2C1=CC=C3	CHEMBL144009	1
CN1C(CC(C)(C#N)C2=CC=C3C4=C(CCCC4)C(=O)NC3=C2)=NC2=CC=CC=C21	301938	1
CN1C2=C3C(=NNC(=O)C4=C3C1=CC=C4)CC(C)(C)C2	207578, CHEMBL3906567	1
CN1C2=C3C(=NNC(=O)C4=C3C1=CC=C4)CCC2	207577, CHEMBL3895581	1
CN1C2=CC(F)=CC(C(N)=O)=C2C(=O)N1C1CCN(C2CCCCC2)CC1	CHEMBL3663650, 167422	1
CN1C2=CC(F)=CC(C(N)=O)=C2C(=O)N1C1CCNCC1	167421	1
CN1C2=CC=CC(C(N)=O)=C2C(=O)N1C1CCN(C2CCC(F)(F)CC2)CC1	CHEMBL3663641, 167413	1
CN1C2=CC=CC(C(N)=O)=C2C(=O)N1C1CCN(C2CCC2)CC1	CHEMBL3663647, 167419	1
CN1C2=CC=CC(C(N)=O)=C2C(=O)N1C1CCN(C2CCCC2)CC1	CHEMBL3663642, 167414	1
CN1C2=CC=CC(C(N)=O)=C2C(=O)N1C1CCN(C2CCCCC2)CC1	CHEMBL3663640, 167412	1
CN1C2=CC=CC(C(N)=O)=C2C(=O)N1C1CCN(CC2=CC=CO2)CC1	CHEMBL3663659, 167431	1
CN1C2=CC=CC(C(N)=O)=C2C(=O)N1C1CCN(CC2=CC=CS2)CC1	CHEMBL3663658, 167430	1
CN1C2=CC=CC(C(N)=O)=C2C(=O)N1C1CCN(CC2CC=CCC2)CC1	CHEMBL3663655, 167427	1
CN1C2=CC=CC(C(N)=O)=C2C(=O)N1C1CCN(CC2CCCCC2)CC1	CHEMBL3663653, 167425	1
CN1C2=CC=CC(C(N)=O)=C2C(=O)N1C1CCNCC1	CHEMBL3663644, 167416	1
CN1C2=CC=CC=C2C2=C3CNC(=O)C3=C3CCCC3=C21	50179065, CHEMBL204643	0
CN1C=C(C(=O)C2CCN(C(=O)CC(C)(C)CC3=CC4=CC=CC=C4C(=O)N3)CC2)C=N1	435441	0
CN1C=C(C(=O)C2CCN(C(=O)CC3(CC4=NC(=O)C5=CC=CC=C5N4)CC3)CC2)C=N1	435404	0
CN1C=C(C(=O)C2CCN(C(=O)COCC3=NC(=O)C4=CC=CC(F)=C4N3)CC2)C=N1	435419	0
CN1C=C(C(=O)C2CCN(C(=O)COCC3=NC(=O)C4=CC=CC=C4N3)CC2)C=N1	435416	0
CN1C=C(CCC(=O)N2CCC3=CC=CC4=C3C2CNC4=O)C=N1	50306258, CHEMBL593202	1
CN1C=CC(C2=CC=C(C3=NC4=C(C(N)=O)C=CC=C4N3)C=C2)=N1	CHEMBL578804, 50300013	1
CN1C=CC2=C1NC(CCC(=O)N1CC=C(C3=CC=C(F)C=C3)CC1)=NC2=O	503613	0
CN1C=CC=C1/C=C1\C(=O)NC(=O)C2=CC=CC=C12	CHEMBL4303397, 27496	1
CN1C=CC=C1C(=O)NC1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=C1	214139, CHEMBL3889575	0
CN1C=CC=C1CN1CCC(N2CC3=CC=CC(C(N)=O)=C3C2=O)CC1	138310, CHEMBL3606014	1
CN1C=CN=C1C1C2=NNC(=O)C3=CC(Cl)=CC(=C23)NC1C1=CC=CC=C1	50145137, CHEMBL3763370	1
CN1C=CN=C1C1C2=NNC(=O)C3=CC(F)=CC(=C23)NC1C1=CC=C(F)C=C1	50145138, CHEMBL3764085	1
CN1C=CN=C1C1C2=NNC(=O)C3=CC(F)=CC(=C23)NC1C1=CC=CC=C1	50145133, CHEMBL3763188	1
CN1C=CN=C1C1C2=NNC(=O)C3=CC=CC(=C23)NC1C1=CC=C(C(F)(F)F)C=C1	50145136, CHEMBL3763963	1
CN1C=CN=C1C1C2=NNC(=O)C3=CC=CC(=C23)NC1C1=CC=C(F)C=C1	50145132, CHEMBL3765434	1
CN1C=CN=C1C1C2=NNC(=O)C3=CC=CC(=C23)NC1C1=CC=CC=C1	50145131, CHEMBL3765291	1
CN1C=CN=C1C1NC2=CC=CC3=C2C(=NNC3=O)C1C1=CC=CC=C1	CHEMBL3765357, 50145130	1
CN1C=CN=C1C1NC2=CC=CC3=C2C(=NNC3=O)C1C1=NC=CN1C	CHEMBL3763492, 50145105	1
CN1C=CN=C1[C@@H]1C2=NNC(=O)C3=CC(F)=CC(=C23)N[C@H]1C1=CC=C(F)C=C1	CHEMBL3764066, 50145150	1
